char,dialogue,episode
HAN,Now let's blow this thing and go home!,episode4
INTERCOM VOICE,Stand by to fire at Rebel base.,episode4
INTERCOM VOICE,Standing by.,episode4
HAN,"Great shot, kid.  That was one in a million.",episode4
BEN,"Remember, the Force will be with you... always.",episode4
LEIA,Luke!  Luke!  Luke!,episode4
HAN,Hey!  Hey!,episode4
LUKE,I knew you'd come back!  I just knew it!,episode4
HAN,"Well, I wasn't gonna let you get all the credit and take all the reward.",episode4
LEIA,"Hey, I knew there was more to you than money.",episode4
LUKE,"Oh, no!",episode4
THREEPIO,"Oh, my!  Artoo!  Can you hear me?  Say something!You can repair him, can't you?",episode4
TECHNICIAN,We'll get to work on him right away.,episode4
THREEPIO,"You must repair him!  Sir, if any of my circuits or gears will help, I'll gladly donate them.",episode4
LUKE,He'll be all right.,episode4
LUKE,"Echo Three to Echo Seven. Han, old buddy, do you  read me?",episode5
HAN,"Loud and clear, kid. What's up?",episode5
LUKE,"Well, I finished my circle. I don't pick up any  life readings.",episode5
HAN,There isn't enough life on this ice cube to fill a  space cruiser. The sensors are placed. I'm going back.,episode5
LUKE,Right. I'll see you shortly. There's a meteorite  that hit the ground near here. I want to check it out. It won't take long.,episode5
LUKE,"Hey, steady girl. What's the matter? You smell something?",episode5
LUKE,Aaargh!,episode5
HAN,Chewie!,episode5
HAN,"All right, don't lose your temper. I'll come right back and give  you a hand.",episode5
RIEEKAN,Solo?,episode5
HAN,"No sign of life out there, General. The sensors are in place.  You'll know if anything comes around.",episode5
RIEEKAN,Commander Skywalker reported in yet?,episode5
HAN,No. He's checking out a meteorite that hit near him.,episode5
RIEEKAN,"With all the meteor activity in this  system, it's going to be difficult to spot approaching ships.",episode5
HAN,"General, I've got to leave. I can't stay anymore.",episode5
RIEEKAN,I'm sorry to hear that.,episode5
HAN,"Well, there's a price on my head. If I don't pay off Jabba the  Hut, I'm a dead man.",episode5
RIEEKAN,"A death mark's not an easy thing to live with. You're a good  fighter, Solo. I hate to lose you.",episode5
HAN,"Thank you, General.",episode5
HAN,"Well, Your Highness, I guess this is it.",episode5
LEIA,That's right.,episode5
HAN,"Well, don't get all mushy on me. So long, Princess.",episode5
LEIA,Han!,episode5
HAN,"Yes, Your Highnessness?",episode5
LEIA,I thought you decided to stay.,episode5
HAN,"Well, the bounty hunter we ran into on Ord Mantell changed my  mind.",episode5
LEIA,"Han, we need you!",episode5
HAN,We?,episode5
LEIA,Yes.,episode5
HAN,"Oh, what about you need?",episode5
LEIA,I need? I don't know what you're talking about.,episode5
HAN,You probably don't.,episode5
LEIA,And what precisely am I supposed to know?,episode5
HAN,Come on! You want me to stay because of the way you feel about  me.,episode5
LEIA,Yes. You're a great help to us. You're a natural leader...,episode5
HAN,No! That's not it. Come on. Aahhh -- uh huh! Come on.,episode5
LEIA,You're imagining things.,episode5
HAN,Am I? Then why are you following me? Afraid I was going to leave  without giving you a goodbye kiss?,episode5
LEIA,I'd just as soon kiss a Wookiee.,episode5
HAN,I can arrange that. You could use a good kiss!,episode5
THREEPIO,Don't try to blame me. I didn't ask you to turn on the  thermal heater. I merely commented that it was freezing in the princess's chamber. But it's supposed to be freezing. How are we going to dry out all her clothes? I really don't know.,episode5
THREEPIO,"Oh, switch off.",episode5
HAN,Why do you take this apart now? I'm trying to get us  out of here and you pull both of these.,episode5
THREEPIO,"Excuse me, sir.",episode5
HAN,Put them back together right now.,episode5
THREEPIO,"Might I have a word with you, please?",episode5
HAN,What do you want?,episode5
THREEPIO,"Well, it's Princess Leia, sir. She's been trying to get you  on the communicator.",episode5
HAN,I turned it off. I don't want to talk to her.,episode5
THREEPIO,"Oh. Well, Princess Leia is wondering about Master Luke. He  hasn't come back yet. She doesn't know where he is.",episode5
HAN,I don't know where he is.,episode5
THREEPIO,Nobody knows where he is.,episode5
HAN,"What do you mean, \",episode5
THREEPIO,"Well, uh, you see...",episode5
HAN,Deck Officer. Deck Officer!,episode5
THREEPIO,"Excuse me, sir. Might I inqu-...",episode5
DECK OFFICER,"Yes, sir?",episode5
HAN,Do you know where Commander Skywalker is?,episode5
DECK OFFICER,I haven't seen him. It's possible he came in through the  south entrance.,episode5
HAN,It's possible? Why don't you go find out? It's getting dark out  there.,episode5
DECK OFFICER,"Yes, sir.",episode5
THREEPIO,"Excuse me, sir. Might I inquire what's going on?",episode5
HAN,Why not?,episode5
THREEPIO,"Impossible man. Come along, Artoo, lets find Princess Leia.  Between ourselves, I think Master Luke is in considerable danger.",episode5
DECK OFFICER,"Sir, Commander Skywalker hasn't come in through the  south entrance. He might have forgotten to check in.",episode5
HAN,Not likely. Are the speeders ready?,episode5
DECK OFFICER,Not yet. We're having some trouble adapting them to the  cold.,episode5
HAN,Then we'll have to go out on Tauntauns.,episode5
DECK OFFICER,"Sir, the temperature's dropping too rapidly.",episode5
HAN,That's right. And my friends out in it.,episode5
ASSISTANT OFFICER,I'll cover sector twelve. Have com-control set  screen alpha.,episode5
DECK OFFICER,Your Tauntaun'll freeze before you reach the first  marker.,episode5
HAN,Then I'll see you in hell!,episode5
THREEPIO,"You must come along now, Artoo. There's really nothing more  we can do. And my joints are freezing up.",episode5
THREEPIO,"Don't say thing like that! Of course we'll see Master Luke  again. He'll be quite all right, you'll see.  Stupid little short-circuit. He'll be quite all right.",episode5
LIEUTENANT,"Sir, all the patrols are in. There's still no contact from  Skywalker or Solo.",episode5
THREEPIO,"Mistress Leia, Artoo says he's been quite unable to pick up  any signals, although he does admit that his own range is far too weak to abandon all hope.",episode5
DERLIN,"Your Highness, there's nothing more we can do tonight. The  shield doors must be closed.",episode5
DERLIN,Close the doors.,episode5
LIEUTENANT,"Yes, sir.",episode5
THREEPIO,Artoo says the chances of survival are seven hundred  seventy-five...to one.,episode5
THREEPIO,"Actually, Artoo has been known to make mistakes...from time  to time. Oh, dear, oh, dear. Don't worry about Master Luke. I'm sure he'll be all right. He's quite clever, you know...for a human being.",episode5
BEN,Luke...Luke.,episode5
LUKE,Ben?,episode5
BEN,You will go to the Dagobah system.,episode5
LUKE,Dagobah system?,episode5
BEN,"There you will learn from Yoda, the Jedi Master who instructed  me.",episode5
LUKE,Ben...Ben.,episode5
HAN,"Luke! Luke! Don't do this, Luke. Come on, give me a sign here.",episode5
HAN,Not much time.,episode5
LUKE,Ben...Ben...,episode5
HAN,"Hang on, kid.",episode5
LUKE,Dagobah system...,episode5
HAN,Whew...,episode5
LUKE,Dagobah...,episode5
HAN,"This may smell bad, kid...",episode5
LUKE,Yoda...,episode5
HAN,...but it will keep you warm...til I get the shelter built.   Ooh...I thought they smelled bad on the outside!,episode5
ZEV,"Echo Base...I've got something! Not much, but  it could be a life form.",episode5
ZEV,"This is Rouge Two. this is Rouge Two. Captain  Solo, so you copy? Commander Skywalker, do you copy? This is Rouge Two.",episode5
HAN,Good morning. Nice of you guys to  drop by.,episode5
ZEV,"Echo Base...this is Rouge Two. I found  them. Repeat, I found them.",episode5
THREEPIO,"Master Luke, sir, it's good to see you fully functional  again.",episode5
THREEPIO,"Artoo expresses his relief, also.",episode5
HAN,"How are you feeling, kid? You don't look so bad to me. In fact,  you look strong enough to pull the ears off a Gundark.",episode5
LUKE,Thanks to you.,episode5
HAN,"That's two you owe me, junior.",episode5
HAN,"Well your Worship, looks like you managed to keep me around for a  little while longer.",episode5
LEIA,I had nothing to do with it. General Rieekan thinks  it's dangerous for any ships to leave the system until we've activated the energy shield.,episode5
HAN,That's a good story. I think you just can't bear to let a  gorgeous guy like me out of your sight.,episode5
LEIA,"I don't know where you get you delusions, laser brain.",episode5
HAN,"Laugh it up, fuzz ball. But you didn't see us alone in the south  passage.",episode5
HAN,She expressed her true feelings for me.,episode5
LEIA,"My...! Why, you stuck up,...half-witted,...scruffy-looking...  nerf-herder!",episode5
HAN,"Who's scruffy-looking?  I must have hit her pretty close  to the mark to get her all riled up like that, huh, kid?",episode5
LEIA,"Why, I guess you don't know everything about women yet?",episode5
ANNOUNCER,"Headquarters personnel, report to command  center.",episode5
HAN,Take it easy.,episode5
THREEPIO,"Excuse us, please.",episode5
RIEEKAN,Princess...we have a visitor.,episode5
RIEEKAN,"We've picked up something outside the base in zone twelve,  moving east.",episode5
SENIOR CONTROLLER,It's metal.,episode5
LEIA,Then it couldn't be one of those creatures that attacked Luke.,episode5
HAN,"It could be a speeder, one of ours.",episode5
SENIOR CONTROLLER,No. Wait -- there's something very weak coming  through.,episode5
THREEPIO,"Sir, I am fluent in six million forms of communication. This  signal is not used by the Alliance. It could be an Imperial code.",episode5
HAN,"It isn't friendly, whatever it is. Come on, Chewie, let's check  it out.",episode5
RIEEKAN,Send Rouges Ten and Eleven to station three-eight.,episode5
HAN,Afraid there's not much left.,episode5
LEIA,What was it?,episode5
HAN,Droid of some kind. I didn't hit it that hard. It  must have had a self-destruct.,episode5
LEIA,An Imperial probe droid.,episode5
HAN,It's a good bet the Empire knows we're here.,episode5
RIEEKAN,We'd better start the evacuation.,episode5
PIETT,Admiral.,episode5
OZZEL,"Yes, Captain",episode5
PIETT,"I think we've got something, sir. The report is only a fragment  had.",episode5
OZZEL,"We have thousands of probe droids searching the  galaxy. I want proof, not leads!",episode5
PIETT,The visuals indicate life readings.,episode5
OZZEL,It could mean anything. If we followed every lead...,episode5
PIETT,"But, sir, the Hoth system is supposed to be devoid of human  forms.",episode5
VADER,You found something?,episode5
PIETT,"Yes, my lord.",episode5
VADER,That's it. The  Rebels are there.,episode5
OZZEL,"My lord, there are so many uncharted settlements. It could be  smugglers, it could be...",episode5
VADER,"That is the system. And I'm sure Skywalker is with them. Set  your course for the Hoth system. General Veers, prepare you men.",episode5
REBEL CAPTAIN,"Groups seven and ten will stay behind to fly the  speeders. As soon as each transport is loaded, evacuation control will give clearance for immediate launch.",episode5
REBEL FIGHTER,"Right, sir.",episode5
HAN,"Okay, that's it. Try it...Off! Turn it  off! Turn it off! Off!",episode5
MEDICAL DROID,"Sir, it will take quite awhile to evacuate the T-forty-  sevens.",episode5
LUKE,"Well, forget the heavy equipment. There's plenty of time to get  the smaller modules on the transports.",episode5
MEDICAL DROID,"Take care, sir.",episode5
LUKE,Thanks.,episode5
LUKE,"Chewie, take care of yourself, okay?",episode5
HAN,"Hi, kid.  There's got to be a reason for it. Check it  at the other end. Wait a second.  You all right?",episode5
LUKE,Yeah.,episode5
HAN,Be careful.,episode5
LUKE,"You, too.",episode5
CONTROLLER,"General, there's a fleet of Star Destroyers coming out of  hyperspace in sector four.",episode5
RIEEKAN,Reroute all power to the energy shield. We've got to hold  them till all transports are away. Prepare for ground assault.,episode5
VADER,"What is it, General?",episode5
VEERS,"My lord, the fleet has moves out of light-speed. Com-Scan has  detected an energy field protecting an area around the sixth planet of the Hoth system. The field is strong enough to deflect any bombardment.",episode5
VADER,The Rebels are alerted to our presence. Admiral Ozzel  came out of light-speed too close to the system.,episode5
VEERS,He felt surprise was wiser...,episode5
VADER,"He is as clumsy as he is stupid. General, prepare your troops  for a surface attack.",episode5
VEERS,"Yes, my lord.",episode5
OZZEL,"Lord Vader, the fleet has moved out of light-speed, and we're  preparing to...Aaagh!",episode5
VADER,"You have failed me for the last time, Admiral. Captain Piett.",episode5
PIETT,"Yes, my lord.",episode5
VADER,"Make ready to land out troops beyond the energy shield and  deploy the fleet so that nothing gets off that system. You are in command now, Admiral Piett.",episode5
PIETT,"Thank you, Lord Vader.",episode5
LEIA,"All troop carriers will assemble at the north entrance. The  heavy transport ships will leave as soon as they're loaded. Only two fighter escorts per ship. The energy shield can only be opened for a short time, so you'll have to stay very close to your transports.",episode5
